id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longtitude,house-type
58ffb55a5e986a05d1cdb95d,122822,2000,14,东城,39.94475555419922,NULL,北新桥黑芝麻胡同,黑芝麻胡同,https://m.fang.com/xiaoqu/bj/1010649305.html,116.40741729736328,住宅
58ffb55c5e986a05d1cdb95e,131355,2000,4,东城,39.89680480957031,NULL,天坛北门东晓市(城铁磁器口南),东晓市,https://m.fang.com/xiaoqu/bj/1010618507.html,116.41841888427734,住宅
58ffb55d5e986a05d1cdb960,135912,2000,3,东城,39.941078186035156,NULL,东四十一条5号,东四十一条,https://m.fang.com/xiaoqu/bj/1010566423.html,116.43012237548828,住宅
58ffb55e5e986a05d1cdb961,123309,2000,15,东城,39.94350814819336,NULL,东直门南小街西侧东四十四条67号,东四十四条,https://m.fang.com/xiaoqu/bj/1010600903.html,116.4284896850586,住宅
58ffb5615e986a05d1cdb962,143371,2000,8,东城,39.93912887573242,NULL,地安门外大街东侧(6号线南锣鼓巷地铁站南侧),南锣鼓巷,https://m.fang.com/xiaoqu/bj/1010282423.html,116.40947723388672,住宅
58ffb5625e986a05d1cdb963,131182,2000,4,东城,39.9377326965332,NULL,北京教育学院东侧东板桥胡同,东板桥胡同,https://m.fang.com/xiaoqu/bj/1010648223.html,116.40818786621094,住宅
58ffb5625e986a05d1cdb964,131024,2000,8,东城,39.94884490966797,1,雍和宫大街东侧北新桥二条,北新桥二条,https://m.fang.com/xiaoqu/bj/1010628023.html,116.4248275756836,住宅
58ffb5635e986a05d1cdb965,94740,2000,1,东城,39.951560974121094,NULL,雍和宫大街东侧戏楼胡同,戏楼胡同,https://m.fang.com/xiaoqu/bj/1010639081.html,116.42426300048828,住宅
58ffb5635e986a05d1cdb966,124591,1992,5,东城,39.95073699951172,51,东直门北小街,后永康胡同,https://m.fang.com/xiaoqu/bj/1010350063.html,116.42955780029297,住宅
58ffb5645e986a05d1cdb967,51117,1995,8,东城,39.8717155456543,68,崇文永定门外沙子口旁,西革新里,https://m.fang.com/xiaoqu/bj/1010197187.html,116.39740753173828,住宅
58ffb5695e986a05d1cdb968,95136,1999,658,东城,39.903900146484375,337,东花市大街与南花市大街交汇处东北角,东花市北里西区,https://m.fang.com/xiaoqu/bj/1010198607.html,116.43760681152344,住宅
58ffb5695e986a05d1cdb969,113142,2001,5,东城,39.936737060546875,NULL,嵩祝院北巷41,钟鼓胡同,https://m.fang.com/xiaoqu/bj/1010216029.html,116.41036224365234,住宅
58ffb56a5e986a05d1cdb96a,120925,2000,27,东城,39.92441940307617,13,东四南大街史家胡同,史家胡同,https://m.fang.com/xiaoqu/bj/1010302749.html,116.42728424072266,住宅
58ffb56b5e986a05d1cdb96b,107058,2000,2,东城,39.925601959228516,NULL,朝阳门南小街西侧东四内务部街,东四内务部街,https://m.fang.com/xiaoqu/bj/1010623947.html,116.42567443847656,住宅
58ffb56b5e986a05d1cdb96c,85623,2001,3,东城,39.929962158203125,NULL,王府井大街华侨大厦南,多福巷,https://m.fang.com/xiaoqu/bj/1010215783.html,116.41938781738281,住宅
58ffb56c5e986a05d1cdb96d,137948,2000,6,东城,39.94816970825195,3,地铁北新桥站东北北新桥头条21号,北新桥头条,https://m.fang.com/xiaoqu/bj/1010517305.html,116.42535400390625,住宅
58ffb56d5e986a05d1cdb96e,134813,2000,15,东城,39.947200775146484,NULL,鼓楼东大街151号楼,鼓楼东大街小区,https://m.fang.com/xiaoqu/bj/1010541583.html,116.4083480834961,住宅
58ffb56e5e986a05d1cdb96f,85301,1999,1,东城,39.93081283569336,NULL,朝阳门内大街路北侧东四地铁西200米,东四头条,https://m.fang.com/xiaoqu/bj/1010341547.html,116.42340850830078,住宅
58ffb5725e986a05d1cdb970,126957,2000,6,东城,39.95045852661133,3,安定门内大街西侧分司厅胡同,分司厅胡同,https://m.fang.com/xiaoqu/bj/1010628663.html,116.41246032714844,住宅
58ffb5735e986a05d1cdb971,112578,2001,8,东城,39.94365310668945,1,交道口南大街东侧,东旺胡同,https://m.fang.com/xiaoqu/bj/1010215771.html,116.42039489746094,住宅
58ffb5745e986a05d1cdb972,128338,2000,2,东城,39.936222076416016,NULL,东板桥街东侧腊库胡同,腊库胡同,https://m.fang.com/xiaoqu/bj/1010638663.html,116.4094467163086,住宅
